"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"BP" "GO:0033500" "carbohydrate homeostasis" "14/334" "136/9111" 0.000447858709858494 0.00191646409758422 0.00101534862190269 "NADK/PRKACA/HIF1A/PIK3CA/FOXA1/RAF1/PPARG/IGF1R/AKT1/LRP5/INSR/PTPN11/ZBTB20/IRS2" 14
"BP" "GO:0042593" "glucose homeostasis" "14/334" "136/9111" 0.000447858709858494 0.00191646409758422 0.00101534862190269 "NADK/PRKACA/HIF1A/PIK3CA/FOXA1/RAF1/PPARG/IGF1R/AKT1/LRP5/INSR/PTPN11/ZBTB20/IRS2" 14
"BP" "GO:0042246" "tissue regeneration" "7/334" "39/9111" 0.000466792174240249 0.00199097009969428 0.00105482213286555 "IGF1/FGF10/KLF5/BCL9/TEC/YAP1/SOX2" 7
"BP" "GO:0050871" "positive regulation of B cell activation" "7/334" "39/9111" 0.000466792174240249 0.00199097009969428 0.00105482213286555 "NFATC2/BCL6/TNFSF13/SYK/STAT6/IRS2/CARD11" 7
"BP" "GO:0072577" "endothelial cell apoptotic process" "7/334" "39/9111" 0.000466792174240249 0.00199097009969428 0.00105482213286555 "GATA3/NFE2L2/PLCG1/KDR/BRAF/PRKCI/TERT" 7
"BP" "GO:0090316" "positive regulation of intracellular protein transport" "10/334" "77/9111" 0.000472716150398363 0.0020107574566858 0.00106530553596074 "FYN/PRKACA/HSP90AA1/JAK2/UBR5/AKT2/RAC2/SMO/MDM2/ERBB2" 10
"BP" "GO:0002320" "lymphoid progenitor cell differentiation" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "GATA3/FLT3/KIT/PRKDC" 4
"BP" "GO:0060444" "branching involved in mammary gland duct morphogenesis" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "PGR/ESR1/LRP5/SRC" 4
"BP" "GO:0060644" "mammary gland epithelial cell differentiation" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "HIF1A/AKT2/SMO/AKT1" 4
"BP" "GO:0060749" "mammary gland alveolus development" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "ESR1/HIF1A/CCND1/VEGFA" 4
"BP" "GO:0061377" "mammary gland lobule development" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "ESR1/HIF1A/CCND1/VEGFA" 4
"BP" "GO:0071276" "cellular response to cadmium ion" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "MAPK1/AKT1/EGFR/JUN" 4
"BP" "GO:0072111" "cell proliferation involved in kidney development" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "PDGFB/GATA3/MYC/WT1" 4
"BP" "GO:0090050" "positive regulation of cell migration involved in sprouting angiogenesis" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "HDAC7/VEGFA/AKT3/KDR" 4
"BP" "GO:2000641" "regulation of early endosome to late endosome transport" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "MAPK1/MAP2K2/MAP2K1/SRC" 4
"BP" "GO:2000696" "regulation of epithelial cell differentiation involved in kidney development" "4/334" "11/9111" 0.000477068091787585 0.0020107574566858 0.00106530553596074 "WWTR1/GATA3/YAP1/CTNNB1" 4
"BP" "GO:0071248" "cellular response to metal ion" "12/334" "106/9111" 0.000480482953880262 0.00201768230169141 0.00106897434031883 "MAPK1/NFATC2/NFE2L2/CREB1/IQGAP1/AKT1/ITPKB/EGFR/BRAF/NCSTN/JUN/CALR" 12
"BP" "GO:0071706" "tumor necrosis factor superfamily cytokine production" "12/334" "106/9111" 0.000480482953880262 0.00201768230169141 0.00106897434031883 "IGF1/BCL3/JAK2/FOXP1/CD274/RARA/SYK/MYD88/PTPN11/ZBTB20/HDAC2/TRIM27" 12
"BP" "GO:1903555" "regulation of tumor necrosis factor superfamily cytokine production" "12/334" "106/9111" 0.000480482953880262 0.00201768230169141 0.00106897434031883 "IGF1/BCL3/JAK2/FOXP1/CD274/RARA/SYK/MYD88/PTPN11/ZBTB20/HDAC2/TRIM27" 12
"BP" "GO:0003151" "outflow tract morphogenesis" "8/334" "51/9111" 0.000481282016917217 0.00201768230169141 0.00106897434031883 "FGFR2/CDC42/CRKL/HIF1A/VEGFA/GATA6/SFRP2/CTNNB1" 8
"BP" "GO:0007492" "endoderm development" "8/334" "51/9111" 0.000481282016917217 0.00201768230169141 0.00106897434031883 "INHBA/HOXC11/NKX2-1/GATA6/HMGA2/CTNNB1/MAP2K1/SOX2" 8
"BP" "GO:0002313" "mature B cell differentiation involved in immune response" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "BCL3/FCGR2B/CDH17/BCL6/NOTCH2" 5
"BP" "GO:0010591" "regulation of lamellipodium assembly" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "WAS/CDC42/HSP90AA1/PIK3CA/RAC2" 5
"BP" "GO:0032770" "positive regulation of monooxygenase activity" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "PIK3CB/HIF1A/FGF23/AKT1/TERT" 5
"BP" "GO:0043276" "anoikis" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "PIK3CA/AKT1/MCL1/NTRK2/SRC" 5
"BP" "GO:0043304" "regulation of mast cell degranulation" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "GAB2/RAC2/SYK/FES/LYN" 5
"BP" "GO:0045577" "regulation of B cell differentiation" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "BCL6/INHBA/IKZF3/SYK/CARD11" 5
"BP" "GO:0048333" "mesodermal cell differentiation" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "FGFR2/INHBA/KLF4/SFRP2/HMGA2" 5
"BP" "GO:0090049" "regulation of cell migration involved in sprouting angiogenesis" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "HDAC7/VEGFA/AKT3/KDR/KLF4" 5
"BP" "GO:2000677" "regulation of transcription regulatory region DNA binding" "5/334" "19/9111" 0.000488595985023447 0.00202883666162117 0.00107488395479956 "IGF1/GATA3/HEY1/DDIT3/TMSB4X" 5
"BP" "GO:2000146" "negative regulation of cell motility" "16/334" "170/9111" 0.000494029345179043 0.0020492285788885 0.00108568765580363 "WAS/GATA3/NHERF1/NFE2L2/RRAS/PPARG/NKX2-1/KLF4/CYP19A1/AKT1/SFRP2/GNA12/BRAF/CALR/MITF/HDAC2" 16
"BP" "GO:0044057" "regulation of system process" "24/334" "313/9111" 0.000494551341541134 0.0020492285788885 0.00108568765580363 "JARID2/IGF1/HDAC4/FGF10/PRKACA/HSP90AA1/SOX10/PDGFB/YY1/PIK3CG/NHERF1/FOXP1/SGK1/KCNJ5/INHBA/PPARG/IL6ST/MDM2/CYP19A1/FOXN4/KIT/ATP1A1/PTPN11/FOXL2" 24
"BP" "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "17/334" "187/9111" 0.000497509762689056 0.00205931256201673 0.00109103018133565 "WAS/BCL3/FCGR2B/JAK2/TYK2/GATA3/BCL6/MPL/CD274/IRF4/STAT4/TNFSF13/JAK1/STAT6/IL7R/KLHL6/MYD88" 17
"BP" "GO:0034109" "homotypic cell-cell adhesion" "9/334" "64/9111" 0.000498525003546308 0.0020613404783095 0.00109210457767618 "PIK3CB/GNAS/JAK2/PIK3CG/IL6ST/PDGFRA/JAK1/SYK/LYN" 9
"BP" "GO:0032102" "negative regulation of response to external stimulus" "20/334" "240/9111" 0.000510350960774938 0.00210698456640843 0.00111628695709444 "FYN/IGF1/HGF/CTNNA2/FCGR2B/PDGFB/GATA3/PLCG1/PPARG/PDGFRA/KLF4/CYP19A1/FURIN/AKT1/SYK/YES1/AURKB/SRC/PRKDC/LYN" 20
"BP" "GO:0006282" "regulation of DNA repair" "13/334" "122/9111" 0.000510637696904796 0.00210698456640843 0.00111628695709444 "WAS/FGF10/SMARCE1/FUS/YY1/DEK/KAT7/CUL4A/EGFR/HMGA2/ATXN7/TRRAP/PRKDC" 13
"BP" "GO:0001894" "tissue homeostasis" "15/334" "154/9111" 0.00051267544531702 0.00211095325018257 0.00111838957806496 "WWTR1/HOXA13/VEGFA/AKT3/KMT2A/SOX9/RAC2/SMO/KRAS/YAP1/MUC4/SYK/CTNNB1/PTPN11/SRC" 15
"BP" "GO:0060249" "anatomical structure homeostasis" "15/334" "154/9111" 0.00051267544531702 0.00211095325018257 0.00111838957806496 "WWTR1/HOXA13/VEGFA/AKT3/KMT2A/SOX9/RAC2/SMO/KRAS/YAP1/MUC4/SYK/CTNNB1/PTPN11/SRC" 15
"BP" "GO:0007272" "ensheathment of neurons" "11/334" "92/9111" 0.000514116069399649 0.00211245178672693 0.00111918350737317 "SOX10/AKT2/CXCR4/RARA/ERBB2/AKT1/NTRK2/SKI/NCSTN/CTNNB1/POU3F2" 11
"BP" "GO:0008366" "axon ensheathment" "11/334" "92/9111" 0.000514116069399649 0.00211245178672693 0.00111918350737317 "SOX10/AKT2/CXCR4/RARA/ERBB2/AKT1/NTRK2/SKI/NCSTN/CTNNB1/POU3F2" 11
"BP" "GO:0046883" "regulation of hormone secretion" "14/334" "138/9111" 0.000519717657783363 0.00213323440286811 0.00113019420185217 "NADK/PRKACA/JAK2/HIF1A/CREB1/MYB/FGF23/INHBA/PPARG/CYP19A1/LRP5/PTPN11/FOXL2/IRS2" 14
"BP" "GO:0051047" "positive regulation of secretion" "16/334" "171/9111" 0.000527254428532371 0.00216190844050264 0.00114538579590984 "NADK/IGF1/GAB2/PRKACA/JAK2/HIF1A/CREB1/MYB/INHBA/PPARG/CYP19A1/SYK/PTPN11/ALOX12B/FOXL2/IRS2" 16
"BP" "GO:0010761" "fibroblast migration" "6/334" "29/9111" 0.000539136364426288 0.00220371988959245 0.00116753763129596 "NHERF1/IQGAP1/AKT1/GNA12/BRAF/DDR2" 6
"BP" "GO:0032689" "negative regulation of type II interferon production" "6/334" "29/9111" 0.000539136364426288 0.00220371988959245 0.00116753763129596 "GATA3/CD274/INHBA/RARA/DDIT3/PDCD1LG2" 6
"BP" "GO:0043300" "regulation of leukocyte degranulation" "6/334" "29/9111" 0.000539136364426288 0.00220371988959245 0.00116753763129596 "GAB2/FCGR2B/RAC2/SYK/FES/LYN" 6
"BP" "GO:0000079" "regulation of cyclin-dependent protein serine/threonine kinase activity" "7/334" "40/9111" 0.000548293114512824 0.00223648875400033 0.00118489867727632 "CCNE1/CCND1/CCND3/CCND2/AKT1/EGFR/CCNB3" 7
"BP" "GO:0016925" "protein sumoylation" "7/334" "40/9111" 0.000548293114512824 0.00223648875400033 0.00118489867727632 "HDAC7/HDAC4/BCL11A/MDM2/RANBP2/CTNNB1/TRIM27" 7
"BP" "GO:0003015" "heart process" "15/334" "155/9111" 0.000549142476043478 0.00223762728556034 0.00118550187482742 "FYN/WWTR1/CDC42/PRKACA/HSP90AA1/PIK3CG/KCNJ5/PIK3CA/CXCR4/MDM2/YAP1/FOXN4/GATA6/ATP1A1/SRC" 15
"BP" "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" "8/334" "52/9111" 0.000550966598108722 0.00224273125620189 0.00118820597430086 "FYN/IKBKB/ECSIT/PAK1/SYK/MYD88/SRC/LYN" 8
"BP" "GO:0007163" "establishment or maintenance of cell polarity" "13/334" "123/9111" 0.000552527077658641 0.00224675259350519 0.00119033649127441 "FGF10/CDC42/HSP90AA1/CRKL/GATA3/NHERF1/CCR7/RAP1B/IGF1R/ABL2/EPHB1/PRKCI/RICTOR" 13
"BP" "GO:0005976" "polysaccharide metabolic process" "9/334" "65/9111" 0.000560346905904464 0.00227383790979226 0.00120468637583554 "IGF1/PDGFB/AKT2/IL6ST/AKT1/IGF2/INSR/IRS2/MGAM" 9
"BP" "GO:0060349" "bone morphogenesis" "9/334" "65/9111" 0.000560346905904464 0.00227383790979226 0.00120468637583554 "FGFR2/FGFR3/FGF4/COL1A1/MEF2D/SOX9/RARA/SKI/LRP5" 9
"BP" "GO:0033673" "negative regulation of kinase activity" "11/334" "93/9111" 0.000564399309238531 0.00228791620811157 0.00121214510194226 "WWTR1/PIK3CB/LRP6/TRIB3/PPARG/AKT1/LRP5/IRS2/PTPN1/TRIM27/LYN" 11
"BP" "GO:0003013" "circulatory system process" "25/334" "335/9111" 0.000566496336892198 0.00229404708561918 0.00121539325985779 "FYN/WWTR1/CDC42/PRKACA/HSP90AA1/PDGFB/PIK3CG/NHERF1/VEGFA/SGK1/KCNJ5/PIK3CA/CXCR4/PPARG/MDM2/YAP1/FOXN4/GATA6/GNA12/FLI1/LRP5/ATP1A1/INSR/YES1/SRC" 25
"BP" "GO:0046328" "regulation of JNK cascade" "10/334" "79/9111" 0.000581893948299744 0.00235397098260639 0.0012471411263071 "FLT4/MAP4K4/FCGR2B/MECOM/CCR7/IGF1R/EGFR/EPHB1/FGF19/MYD88" 10
"BP" "GO:1904951" "positive regulation of establishment of protein localization" "16/334" "173/9111" 0.000599490012836923 0.00242265582942542 0.00128353057114524 "NADK/FYN/IGF1/PRKACA/HSP90AA1/JAK2/HIF1A/UBR5/AKT2/RAC2/SMO/PPARG/MDM2/ERBB2/IRS2/SRC" 16
"BP" "GO:0045580" "regulation of T cell differentiation" "12/334" "109/9111" 0.000620164391481385 0.00250362661746189 0.00132642914573937 "SMARCE1/GATA3/BCL6/RARA/IRF4/ERBB2/ITPKB/ZEB1/BRAF/SYK/IL7R/CARD11" 12
"BP" "GO:0002360" "T cell lineage commitment" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "IRF4/BRAF/JAK1/STAT6/PRKDC" 5
"BP" "GO:0003338" "metanephros morphogenesis" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "FGF10/SOX9/SMO/CTNNB1/WT1" 5
"BP" "GO:0010762" "regulation of fibroblast migration" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "NHERF1/AKT1/GNA12/BRAF/DDR2" 5
"BP" "GO:0033006" "regulation of mast cell activation involved in immune response" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "GAB2/RAC2/SYK/FES/LYN" 5
"BP" "GO:0034968" "histone lysine methylation" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "SETD1A/KMT2A/SETDB1/SETBP1/SMYD3" 5
"BP" "GO:0046677" "response to antibiotic" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "HSP90AA1/JAK2/MDM2/KAT7/JAK1" 5
"BP" "GO:0060325" "face morphogenesis" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "COL1A1/RRAS/PDGFRA/SKI/PTPN11" 5
"BP" "GO:0098868" "bone growth" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "FGFR2/FGFR3/SOX9/RARA/DDR2" 5
"BP" "GO:1904385" "cellular response to angiotensin" "5/334" "20/9111" 0.000632075490369662 0.00252830196147865 0.0013395022195183 "NFE2L2/INHBA/IGF1R/DDR2/SRC" 5
"BP" "GO:0070301" "cellular response to hydrogen peroxide" "7/334" "41/9111" 0.000640720075901529 0.00256027044586313 0.00135643922168026 "FYN/NFE2L2/MYB/MDM2/STAT6/HDAC2/SRC" 7
"BP" "GO:0006611" "protein export from nucleus" "6/334" "30/9111" 0.00065340633351739 0.0025977370341664 0.00137628913634815 "PRKACA/XPO1/NUP214/MDM2/CALR/PTPN11" 6
"BP" "GO:0010171" "body morphogenesis" "6/334" "30/9111" 0.00065340633351739 0.0025977370341664 0.00137628913634815 "COL1A1/RRAS/PDGFRA/BRAF/SKI/PTPN11" 6
"BP" "GO:0010837" "regulation of keratinocyte proliferation" "6/334" "30/9111" 0.00065340633351739 0.0025977370341664 0.00137628913634815 "FGFR2/FGF10/TP63/NOTCH2/YAP1/ZEB1" 6
"BP" "GO:0140467" "integrated stress response signaling" "6/334" "30/9111" 0.00065340633351739 0.0025977370341664 0.00137628913634815 "NFE2L2/NFE2/DDIT3/JUN/PTPN1/MAFB" 6
"BP" "GO:1990090" "cellular response to nerve growth factor stimulus" "6/334" "30/9111" 0.00065340633351739 0.0025977370341664 0.00137628913634815 "SHOC2/USP8/AKT1/NTRK2/BRAF/NTRK1" 6
"BP" "GO:0007276" "gamete generation" "29/334" "417/9111" 0.000663353915965054 0.00263195224089674 0.00139441645897609 "IGF1/ROS1/TRIP13/PRKACA/TP63/PGR/AURKA/CRKL/YY1/GLI1/BCL6/PIK3CA/INHBA/SOX9/SSX1/RARA/LGR5/CUL4A/AKT1/DDX4/KIT/CTNNB1/CALR/FOXL2/WT1/PAX5/SRC/TRIM27/ETV5" 29
"BP" "GO:0034330" "cell junction organization" "29/334" "417/9111" 0.000663353915965054 0.00263195224089674 0.00139441645897609 "FYN/HDAC7/CTNNA2/CDC42/MAP4K4/PRKACA/FCGR2B/CDH17/ERC1/CRKL/IKBKB/CHD4/VEGFA/RAP1B/KDR/EPHA7/IGF1R/ERBB2/AKT1/NTRK2/EPHB1/PRKCI/CTNNB1/CTNND2/CDH2/INSR/CDH4/SRC/NTRK1" 29
"BP" "GO:0006359" "regulation of transcription by RNA polymerase III" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "ELL/SF3B1/INHBA/DEK" 4
"BP" "GO:0007530" "sex determination" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "SOX9/INSR/FOXL2/WT1" 4
"BP" "GO:0010592" "positive regulation of lamellipodium assembly" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "CDC42/HSP90AA1/PIK3CA/RAC2" 4
"BP" "GO:0032986" "protein-DNA complex disassembly" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "SMARCE1/NFE2/MYC/HMGA1" 4
"BP" "GO:0038065" "collagen-activated signaling pathway" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "JAK2/COL1A1/DDR2/SYK" 4
"BP" "GO:0051000" "positive regulation of nitric-oxide synthase activity" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "PIK3CB/HIF1A/AKT1/TERT" 4
"BP" "GO:0060231" "mesenchymal to epithelial transition" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "GATA3/SMO/CTNNB1/WT1" 4
"BP" "GO:1901863" "positive regulation of muscle tissue development" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "ERBB3/CREB1/IGF2/CTNNB1" 4
"BP" "GO:2000811" "negative regulation of anoikis" "4/334" "12/9111" 0.000695028913703435 0.00273275897532292 0.00144782417947926 "PIK3CA/MCL1/NTRK2/SRC" 4
"BP" "GO:1903530" "regulation of secretion by cell" "23/334" "302/9111" 0.000709580514517805 0.00278718112008795 0.00147665720054019 "NADK/IGF1/GAB2/PRKACA/FCGR2B/JAK2/HIF1A/CREB1/MYB/FGF23/INHBA/RAP1B/RAC2/PPARG/CYP19A1/BRAF/LRP5/SYK/PTPN11/FES/FOXL2/IRS2/LYN" 23
"BP" "GO:0031960" "response to corticosteroid" "10/334" "81/9111" 0.000711147067902788 0.00279054109445054 0.00147843732537685 "JAK2/SGK1/PIK3CA/FLT3/INHBA/USP8/IGF1R/SMYD3/SRC/HSD3B1" 10
"BP" "GO:0050890" "cognition" "17/334" "193/9111" 0.000714268083392279 0.00279933011984859 0.00148309377828772 "FYN/MAPK1/HIF1A/CRTC1/KMT2A/CREB1/SGK1/CCND2/KRAS/EGFR/NTRK2/KIT/BRAF/NCSTN/INSR/SRC/NTRK1" 17
"BP" "GO:0061515" "myeloid cell development" "8/334" "54/9111" 0.000714813654456751 0.00279933011984859 0.00148309377828772 "BCL6/FOXP1/MYB/NOTCH2/FLI1/KIT/PTPN11/SRC" 8
"BP" "GO:0045665" "negative regulation of neuron differentiation" "7/334" "42/9111" 0.000745088152323893 0.0029091800096706 0.00154129259056265 "NOTCH3/SHOC2/SOX9/HEY1/CALR/SOX2/PBX1" 7
"BP" "GO:0070918" "regulatory ncRNA processing" "7/334" "42/9111" 0.000745088152323893 0.0029091800096706 0.00154129259056265 "AGO1/DDX5/SRSF3/HNRNPA2B1/DGCR8/DDX4/TERT" 7
"BP" "GO:1904029" "regulation of cyclin-dependent protein kinase activity" "7/334" "42/9111" 0.000745088152323893 0.0029091800096706 0.00154129259056265 "CCNE1/CCND1/CCND3/CCND2/AKT1/EGFR/CCNB3" 7
"BP" "GO:1903532" "positive regulation of secretion by cell" "15/334" "160/9111" 0.00076653948486424 0.00298996117157781 0.00158409070064547 "NADK/IGF1/GAB2/PRKACA/JAK2/HIF1A/CREB1/MYB/INHBA/PPARG/CYP19A1/SYK/PTPN11/FOXL2/IRS2" 15
"BP" "GO:0002443" "leukocyte mediated immunity" "19/334" "230/9111" 0.000779873894562006 0.00303895249479773 0.00161004645561069 "WAS/GAB2/BCL3/FCGR2B/PIK3CG/GATA3/BCL6/MPL/RAC2/VAV1/KIT/TNFSF13/SYK/STAT6/IL7R/PIK3CD/MYD88/FES/LYN" 19
"BP" "GO:0032368" "regulation of lipid transport" "9/334" "68/9111" 0.000784502977172609 0.0030490662449814 0.00161540475182098 "AKT2/MYB/PPARG/CYP19A1/FURIN/AKT1/SYK/PTPN11/IRS2" 9
"BP" "GO:0035987" "endodermal cell differentiation" "6/334" "31/9111" 0.000785577465258968 0.0030490662449814 0.00161540475182098 "INHBA/GATA6/HMGA2/CTNNB1/MAP2K1/SOX2" 6
"BP" "GO:0071384" "cellular response to corticosteroid stimulus" "6/334" "31/9111" 0.000785577465258968 0.0030490662449814 0.00161540475182098 "JAK2/SGK1/FLT3/USP8/IGF1R/SMYD3" 6
"BP" "GO:1990089" "response to nerve growth factor" "6/334" "31/9111" 0.000785577465258968 0.0030490662449814 0.00161540475182098 "SHOC2/USP8/AKT1/NTRK2/BRAF/NTRK1" 6
"BP" "GO:0010092" "specification of animal organ identity" "5/334" "21/9111" 0.000804934282835221 0.00310576413554121 0.00164544347006113 "FGFR2/FGF10/HOXC11/FRS2/CTNNB1" 5
"BP" "GO:0031069" "hair follicle morphogenesis" "5/334" "21/9111" 0.000804934282835221 0.00310576413554121 0.00164544347006113 "FGFR2/FGF10/TP63/SMO/CTNNB1" 5
"BP" "GO:0060795" "cell fate commitment involved in formation of primary germ layer" "5/334" "21/9111" 0.000804934282835221 0.00310576413554121 0.00164544347006113 "KLF4/GATA6/SFRP2/CTNNB1/SOX2" 5
"BP" "GO:0071548" "response to dexamethasone" "5/334" "21/9111" 0.000804934282835221 0.00310576413554121 0.00164544347006113 "JAK2/PIK3CA/USP8/IGF1R/SMYD3" 5
"BP" "GO:1901861" "regulation of muscle tissue development" "5/334" "21/9111" 0.000804934282835221 0.00310576413554121 0.00164544347006113 "ERBB3/CREB1/IGF2/CTNNB1/FGF3" 5
"BP" "GO:2000352" "negative regulation of endothelial cell apoptotic process" "5/334" "21/9111" 0.000804934282835221 0.00310576413554121 0.00164544347006113 "GATA3/NFE2L2/KDR/BRAF/TERT" 5
"BP" "GO:0120162" "positive regulation of cold-induced thermogenesis" "8/334" "55/9111" 0.000810309767638618 0.00312343372123176 0.00165480487135381 "GNAS/JAK2/VEGFA/CXCR4/IRF4/IGF1R/SYK/STAT6" 8
"BP" "GO:0031400" "negative regulation of protein modification process" "19/334" "231/9111" 0.000821933960816166 0.00316513136628326 0.00167689641300752 "FYN/WWTR1/HGF/PIK3CB/LRP6/CRKL/TRIB3/IKBKB/PPARG/AKT1/SFRP2/SQSTM1/LRP5/CTNNB1/PTPN1/HDAC2/TRIM27/PRKDC/LYN" 19
"BP" "GO:0090092" "regulation of transmembrane receptor protein serine/threonine kinase signaling pathway" "14/334" "145/9111" 0.00085348819875815 0.00328341930581077 0.00173956573018302 "FGF10/JAK2/HOXA13/INHBA/KDR/PPARG/NOTCH2/NKX2-1/GATA6/SFRP2/ZEB1/SKI/CHST11/HDAC2" 14
"BP" "GO:0030036" "actin cytoskeleton organization" "27/334" "384/9111" 0.000860757590506664 0.00330814180719701 0.00175266378808254 "WAS/CTNNA2/FGF10/CDC42/JAK2/IKBKB/MET/NHERF1/BCL6/PIK3CA/CCR7/HIP1/RAC2/KRAS/PDGFRA/IQGAP1/ABL2/PAK1/KIT/BRAF/PRKCI/RICTOR/CALR/PTPN1/SRC/TRIM27/TMSB4X" 27
"BP" "GO:0031647" "regulation of protein stability" "15/334" "162/9111" 0.000871986775102626 0.00334801967270323 0.00177379120488999 "IGF1/HSP90AA1/AURKA/MAPK1/CREB1/HIP1/SMO/MDM2/PIM1/USP8/TERT/CALR/SRC/MDM4/PRKDC" 15
"BP" "GO:0001764" "neuron migration" "11/334" "98/9111" 0.000881555215045382 0.00338144932926498 0.00179150234060259 "FYN/CTNNA2/FGFR1/HSP90AA1/CRKL/GATA3/VEGFA/CXCR4/NKX2-1/NTRK2/CTNNB1" 11
"BP" "GO:0032535" "regulation of cellular component size" "17/334" "197/9111" 0.000900000179827305 0.00344882881410385 0.00182720020061567 "WAS/MAP3K13/DNM2/HSP90AA1/ARHGAP5/NHERF1/VEGFA/AKT3/CREB1/PIK3CA/CCR7/EPHA7/VAV1/RICTOR/IL7R/CDH4/TMSB4X" 17
"BP" "GO:0042542" "response to hydrogen peroxide" "8/334" "56/9111" 0.000915793375983625 0.00350250799937597 0.00185563959943332 "FYN/COL1A1/NFE2L2/MYB/MDM2/STAT6/HDAC2/SRC" 8
"BP" "GO:1901796" "regulation of signal transduction by p53 class mediator" "8/334" "56/9111" 0.000915793375983625 0.00350250799937597 0.00185563959943332 "KAT6A/AURKA/DDX5/SGK1/MDM2/MYC/AKT1/AURKB" 8
"BP" "GO:0007369" "gastrulation" "12/334" "114/9111" 0.000928197527443538 0.0035464918185866 0.00187894236324603 "FGFR2/PRKACA/INHBA/KLF4/GATA6/SFRP2/HMGA2/LRP5/FRS2/CTNNB1/MAP2K1/SOX2" 12
"BP" "GO:1901888" "regulation of cell junction assembly" "13/334" "130/9111" 0.00093521490407468 0.0035576847043561 0.00188487238883612 "MAP4K4/PRKACA/IKBKB/CHD4/VEGFA/RAP1B/KDR/EPHA7/NTRK2/EPHB1/CTNNB1/SRC/NTRK1" 13
"BP" "GO:0005978" "glycogen biosynthetic process" "6/334" "32/9111" 0.000937473492432264 0.0035576847043561 0.00188487238883612 "IGF1/AKT2/AKT1/IGF2/INSR/IRS2" 6
"BP" "GO:0009250" "glucan biosynthetic process" "6/334" "32/9111" 0.000937473492432264 0.0035576847043561 0.00188487238883612 "IGF1/AKT2/AKT1/IGF2/INSR/IRS2" 6
"BP" "GO:0097028" "dendritic cell differentiation" "6/334" "32/9111" 0.000937473492432264 0.0035576847043561 0.00188487238883612 "FCGR2B/FLT3/CCR7/NOTCH2/IRF4/LYN" 6
